"esfera";"poder";"orgao";"protocolo";"assunto";"outros";"atendimento";"nao_e_pedido_de_informacao";"contem_dados_pessoais";"pedido";"pedido_pasta_do_anexo_pedido";"anexo_com_extensao_pedido";"resposta";"pasta_do_anexo_resposta";"anexo_com_extensao_resposta";"data_recurso_1";"recurso_1";"pasta_do_anexo_recurso_1";"anexo_com_extensao_recurso_1";"data_resposta_recurso_1";"resposta_recurso_1";"pasta_do_anexo_resposta_recurso_1";"anexo_com_extensao_resposta_recurso_1";"data_recurso_2";"recurso_2";"pasta_do_anexo_recurso_2";"anexo_com_extensao_recurso_2";"data_resposta_recurso_2";"resposta_recurso_2";"responsavel"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150035";;;;;;"Informações Processo TC nº 72.004.444.14
Jurisprudência
Interesse em conhecer o inteiro teor do Processo em epigrafe.";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo conteúdo solicita orientação quanto a vista de autos em trâmite perante este Tribunal de Contas do Município de São Paulo, informamos que V.Sa. poderá obter vista dos autos e extração de cópias, mediante requerimento fundamentado e dirigido ao Exmo. Senhor Conselheiro Relator de seu processo, e protocolizado perante o Setor de Protocolo do TCMSP, no horário compreendido entre 07:00 e 19:00 horas de segunda à sexta-feira.  
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150041";;;;;;"Prezado respondente, Boa tarde. Sou XXXX, pós-graduando do programa de Mestrado em Controladoria e Contabilidade da Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto (FEARP/USP). Em um breve resumo, meu tema de pesquisa abrange a atuação dos Tribunais de Contas dentro do contexto da reforma da contabilidade governamental no Brasil. Seria importante para minha pesquisa entender a forma como os processos de auditoria ocorrem dentro do Tribunal de Contas. Para isso, eu gostaria de saber se existe a possibilidade de conversar rapidamente com um representante (provavelmente um Agente de Controle Externo, que faz auditorias in loco) do Tribunal que possa responder as seguintes perguntas: Q1 - Qual o nível de informatização do Tribunal no recebimento das informações contábeis ou fiscais do ente jurisdicionado? Q2 - Há auditoria in loco em todos os entes jurisdicionados em todos os anos? Q3 - A auditoria in loco ocorre apenas uma vez por ano ou mais de uma vez por ano? A auditoria é pré-agendada no ente, ou é feita \"de surpresa\". Q3 - Caso a resposta a Q2 seja negativa, qual a estratégia adotada para auditoria in loco? Amostragem de entes para auditoria? Há sorteio dessa amostra? Os órgãos em que foram encontradas irregularidades na auditoria do período anterior são obrigatoriamente auditados novamente? Q4 - As esquipes de auditoria que auditam um ente jurisdicionado são as mesmas todos os anos? Ou há rozidio da equipe de auditoria? Basicamente quero entender a periodicidade da auditoria, a abrangência da auditoria em relação aos entes jurisdicionados, a informatização da auditoria e se essa auditoria é feita in loco ou à distância. Posso conversar com o representante do Tribunal de Contas por email, Skype ou telefone, o que for melhor para ele. Seria um bate papo de 15 minutos, nada que consuma muito tempo do respondente. Para mim seria ótimo ter essa conversa, ou receber as respostas via email dentro de uma ou duas semanas. Agradeço antecipadamente. Aguardo a resposta.";;;"Bom dia,
Para fins de fechamento da ocorrência, informo que, na sexta-feira, dia 29/05/2015, mantive contato com o Sr. XXXXXXXXXXX e respondi todos os seus questionamentos.
 Atenciosamente,
Subsecretário de Fiscalização e Controle";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150050";;;;;;"GOSTARIA DE SABER SE AS SESSOES ORDINARIAS SÃO REALIZADAS DIARIAMENTE OU SE TEM UM DIA NA SEMANA ESPECIFICO E COMO POSSO FAZER O ACOMPANHAMENTO DAS PUBLICAÇOES NA IMPRENSA OFICIAL. ATT";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo conteúdo solicita informações sobre as datas de realização das Sessões Ordinárias desta Corte de Contas e acompanhamento de publicações, vimos à presença de V. Sa. informar que as Sessões Ordinárias são realizadas todas as quartas-feiras, com início às 9:30 horas, no Plenário Conselheiro Paulo Planet Buarque, sendo abertas ao público para o seu acompanhamento.
 Quanto ao acompanhamento das publicações, informamos que todos os atos e julgamentos são publicados no Diário Oficial da Cidade de São Paulo, na Seção do Tribunal de Contas.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150055";;;;;;"a emissão de nota fiscal esta suspensa por quebra de três acordos feitos em 2014 não tenho condições de pagar o valor integral gostaria de fazer uma nova negociação";;;"Prezado Sr.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor versa sobre um novo acordo para pagamento de dívida de ISS - Imposto sobre Serviços, vimos à presença de V. Sa. esclarecer que o caso manifestado não é de competência desta Ouvidoria, não encontrando respaldo nas disposições constantes na Resolução nº 6/2014 deste Tribunal de Contas do Município de São Paulo.
Cumpre-nos salientar que compete ao TCM-SP, na forma da Constituição Federal, a fiscalização orçamentária e o controle externo das contas dos Poderes Municipais, apontado eventuais irregularidades ou ilegalidades de atos praticados na gestão de recursos públicos sujeitos à sua fiscalização. 
Inobstante, em atenção e respeito a V.Sa., solicitamos o seu contato junto à Ouvidoria do Município de São Paulo, no telefone 3334-7105, para inteiro conhecimento daquele órgão sobre sua demanda e adoção das medidas que entenderem cabíveis de acordo com os parâmetros legais.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150059";;;;;;"Atendimento feito pessoalmente referente dificuldade para acesso a autos do TCM-SP tendo o atendimento e a orientação diretamente com o Senhor Ouvidor";;;;;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150066";;;;;;"Boa tarde! Sou estagiária de Direito da DRE-PENHA e gostaria de saber como ter ciência e me inscrever para cursos oferecidos pelo TCM.";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor solicita informações sobre cursos oferecidos pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-la que referidos cursos são ministrados pela Escola Superior de Gestão e Contas Conselheiro Eurípedes Sales deste Tribunal de Contas, cujo acesso V.Sa. poderá obter através do link EC TCMSP, mantido no sítio www.tcm.sp.gov.br, bem como, entrar em contato diretamente com aquela escola, através do telefone 5080-1387, ou do e-mail: escoladecontas@tcm.sp.gov.br, que ofertará os subsídios à sua melhor convicção.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150067";;;;;;"Ola, Gostaria de saber pra quando está previsto novos concursos, haviam me falado 2014, mas não houve. Tem alguma previsão? Obrigada";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor revela dúvidas, sugestões e esclarecimentos sobre concurso público a ser realizado pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-lo que a publicação tratou, apenas e tão somente, da autorização para a realização do concurso público citado por V. Sa. 
Ainda assim, após manifestação da Comissão implantada para elaboração do Edital do respectivo concurso público, restou esclarecido que as medidas necessárias à realização do concurso encontram-se, ainda, em fase preparatória, não havendo, portanto, nesta oportunidade, as suas especificações e condições e nem tampouco o prazo para a publicação do citado Edital de abertura.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150071";;;;;;"Bom dia! Meu nome é XXXX, trabalho na produção do portal Bike é Legal. Com base na Lei Federal 12.527, de novembro de 2011, conhecida como Lei de Acesso à Informação e divulgada no portal TranSParência da Prefeitura de São Paulo (http://goo.gl/5eb6cr), estou enviando esse email para requerer os resultados das contagens feitas pela Secretária Municipal de Transportes nas respectivas ciclovias: - Liberdade/Vergueiro - inspecionada em 30/03/2015; - Jabaquara - inspecionada em 01/04/2015; - Perdizes/Santa Cecília/Higienópolis - inspecionada em 06/04/2015; - Eng. Caetano Álvares - inspecionada em 07/04/2015; - Compartilhada Sumaré/Paulo VI - inspecionada em 08/04/2015; - Freguesia do Ó - inspecionada em 09/04/2015; - Rio Pequeno - inspecionada em 10/04/2015; - Jaguaré Trecho I - INSPECIONADA EM 13/04/2015; - Eliseu de Almeida (T1 e T2) e Vila Andrade/Vila Sônia - inspecionada em 14/04/2015; - Guarapiranga Atlântica - inspecionada em 15/04/2015; - Jardim Helena/São Miguel - inspecionada 16/04/2015; - Calim EID Trechos I e II - inspecionada em 17/-4/2015; - Av. Afonso de Sampaio e Sousa - inspecionada em 22/04/2015. Att,";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo conteúdo solicita os resultados das contagens feitas nas ciclovias relacionadas por V. Sa., informamos que poderá obter os dados diretamente com a Secretaria Municipal de Transportes, para qual encaminhamos a sua demanda.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP
";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150073";;;;;;"Realizei o curso de Pregoeiro, até o presente momento não recebi o certificado encontra-se disponível para retirada em vosso órgão? nome: XXXX RF: xxx.xxx.x";;;"Prezado Sr.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor solicita informações sobre Certificado do Curso de Pregoeiro oferecido pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-lo que referido curso é ministrado pela Escola Superior de Gestão e Contas Conselheiro Eurípedes Sales deste Tribunal de Contas, cujo acesso V.Sa. poderá obter através do link EC TCMSP, mantido no sítio www.tcm.sp.gov.br, bem como, entrar em contato diretamente com aquela escola, através do telefone 5080-1387, ou do e-mail: escoladecontas@tcm.sp.gov.br, que ofertará os subsídios à sua melhor convicção.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150074";;;;;;"Gostaria de saber, como pesquisar, ou ter acesso a lista de empresas apenadas ou impedidas de licitar, no site do TCMSP. Grato.";;;"À Prefeitura Municipal de Cordeirópolis,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor solicita informações relativas a pesquisa ou acesso a lista de empresas apenadas ou impedidas de licitar, informamos que, segundo a Subsecretaria de Fiscalização e Controle do Tribunal de Contas do Município de São Paulo, referida lista poderá ser acessada em: http://www.prefeitura.sp.gov.br/cidade/secretarias/planejamento/suprimentos_e_servicos/empresas_punidas/index.php?p=9255
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20150075";;;;;;"Solicito informação desta D. Ouvidoria 
Minha sobrinha graduou-se em relaç ões internacionais na USP e tem dúvida sobre a possibilidade de prestar o concurso para agente de fiscalização, na área de administração ou outra. 
No último edital nada constou a respeito. Esclareço que os Conselhos Regionais de Administração admitem o registro do graduado em RI no seu âmbito. 
Att.";;;"Prezado Sr.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor revela dúvidas, sugestões e esclarecimentos sobre concurso público a ser realizado pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-lo que a publicação tratou, apenas e tão somente, da autorização para a realização do concurso público citado por V. Sa. 
Ainda assim, após manifestação da Comissão implantada para elaboração do Edital do respectivo concurso público, restou esclarecido que as medidas necessárias à realização do concurso encontram-se, ainda, em fase preparatória, não havendo, portanto, nesta oportunidade, as suas especificações e condições e nem tampouco o prazo para a publicação do citado Edital de abertura.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP
Prezado Sr.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor revela dúvidas, sugestões e esclarecimentos sobre concurso público a ser realizado pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-lo (a) que a publicação do Edital 01/2015 do Concurso Público  citado por V. Sa., ocorreu em 29/05/2015 no DOC – Diário Oficial da Cidade de São Paulo – páginas 57/62, contendo as especificações, para o preenchimento de 40 (quarenta) vagas para o cargo de Agente de Fiscalização, nas seguintes especialidades: Administração, Biblioteconomia, Ciências Contábeis, Ciências Jurídicas, Economia, Engenharia Civil e Tecnologia da Informação, de nível superior.
Outrossim, informamos que o concurso será executado sob a responsabilidade da Fundação Getúlio Vargas – FGV (endereço eletrônico http://fgvprojetos.fgv.br/concursos/tcm-sp), canal exclusivo de atendimento, de acordo com o item 16 e seguintes do Edital:
16. DAS DISPOSIÇÕES FINAIS
16.1 A inscrição do candidato implicará a aceitação das normas contidas neste Edital e em outros que vierem a ser publicados.
16.2 É de inteira responsabilidade do candidato acompanhar todos os atos, editais e comunicados oficiais referentes a este Concurso Público, publicados no Diário Oficial da Cidade –DOC e divulgados integralmente no endereço eletrônico www.fgv.br/fgvprojetos/concursos/tcm-sp.
16.3 O candidato poderá obter informações referentes ao Concurso Público por meio do telefone 0800-2834628 ou do e-mail concursotcm-sp@fgv.br. 
16.4 Qualquer correspondência física referida neste edital deverá ser postada, via SEDEX ou Carta Registrada, para a FGV – Caixa Postal nº 205 – Muriaé/MG – CEP: 36880-970.
16.5 O candidato que desejar informações ou relatar à FGV fatos ocorridos durante a realização do concurso deverá fazê-lo usando os meios dispostos no subitem 16.3.
Assim, entendemos que quaisquer dúvidas e/ou esclarecimentos formulados pelo interessado deverão ser dirigidos à Fundação Getúlio Vargas – FGV. 
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria TCM-SP";;;;;;;;;;;;;;;;;"Ana"
